Datetime,Open,High,Low,Close,Volume
2025-09-16 23:10:00-04:00,1.18689,1.18709,1.18689,1.18706,136
2025-09-16 23:15:00-04:00,1.18706,1.18723,1.18699,1.18711,102
2025-09-16 23:20:00-04:00,1.18711,1.18711,1.18687,1.18702,99
2025-09-16 23:25:00-04:00,1.18702,1.18705,1.18669,1.18676,141
2025-09-16 23:30:00-04:00,1.18676,1.18678,1.18628,1.18644,183
2025-09-16 23:35:00-04:00,1.18644,1.18652,1.18618,1.18624,186
2025-09-16 23:40:00-04:00,1.18624,1.18627,1.18586,1.18589,221
2025-09-16 23:45:00-04:00,1.18589,1.18603,1.18581,1.18603,174
2025-09-16 23:50:00-04:00,1.186,1.18605,1.18584,1.18585,224
2025-09-16 23:55:00-04:00,1.18585,1.18603,1.18573,1.18578,180
2025-09-17 00:00:00-04:00,1.18578,1.18588,1.18565,1.1857,200
2025-09-17 00:05:00-04:00,1.1857,1.18582,1.18551,1.18573,169
2025-09-17 00:10:00-04:00,1.18573,1.18586,1.1857,1.18574,161
2025-09-17 00:15:00-04:00,1.18574,1.18576,1.18546,1.1856,254
2025-09-17 00:20:00-04:00,1.1856,1.1857199999999999,1.18554,1.18569,155
2025-09-17 00:25:00-04:00,1.18569,1.18574,1.18552,1.18553,150
2025-09-17 00:30:00-04:00,1.18553,1.1856,1.18516,1.1852,194
2025-09-17 00:35:00-04:00,1.1852,1.18551,1.18518,1.18535,217
2025-09-17 00:40:00-04:00,1.18535,1.1855,1.18535,1.18543,181
2025-09-17 00:45:00-04:00,1.18543,1.18561,1.18536,1.1856,166
2025-09-17 00:50:00-04:00,1.1856,1.18575,1.1856,1.18561,138
2025-09-17 00:55:00-04:00,1.18561,1.1857199999999999,1.18552,1.18555,159
